,Precio,Combustible,Anyo,Kilometros,Potencia,Vendedor_profesional,Comunidad_Autonoma,Cluster_Marca,Cluster_Modelo
20318,2500,Diésel,2005.0,125000,116.09283819628648,False,Castilla_y_León,Low_Cost,compacto_grande
20319,14390,Gasolina,2020.0,300,70.0,True,Comunidad_de_Madrid,Low_Cost,compacto_pequeno
20320,13500,Diésel,2020.0,1,95.0,True,Castilla_La_Mancha,Low_Cost,compacto_pequeno
20321,37900,Diésel,2019.0,23697,194.0,True,Comunidad_de_Madrid,Premium,sedan_grande
20322,6900,Gasolina,2005.0,188000,200.0,True,Andalucía,Premium,sedan_grande
20323,16400,Diésel,2020.0,1,102.0,True,Galicia,Low_Cost,compacto_pequeno
20324,1200,Diésel,2004.0,250,88.88888888888889,False,Comunidad_de_Madrid,Mid_Premium,compacto_pequeno
20325,12990,Gasolina,2017.0,76090,95.0,True,Andalucía,Standard,suv_pequeno
20326,4500,Diésel,1993.0,311000,121.42857142857144,False,Galicia,Standard,otro
20327,12990,Diésel,2013.0,123000,150.0,True,Catalunya,Premium,compacto_grande
20328,8400,Diésel,2009.0,57000,119.53658536585364,False,Castilla_y_León,Standard,suv_grande
20329,12900,Diésel,2018.0,60500,95.0,True,Andalucía,Low_Cost,compacto_pequeno
20330,16500,Diésel,2013.0,130000,143.0,True,Comunidad_Valenciana,Premium,suv_grande
20331,14490,Diésel,2015.0,119300,110.0,True,Catalunya,Premium,compacto_grande
20332,18900,Diésel,2019.0,31037,115.0,True,Catalunya,Mid_Premium,compacto_grande
20333,1400,Diésel,2001.0,200000,116.09283819628648,False,Extremadura,Low_Cost,compacto_grande
20334,6299,Diésel,2012.0,64000,90.0,True,Andalucía,Standard,compacto_pequeno
20336,5900,Diésel,2012.0,158000,115.0,False,Comunidad_de_Madrid,Standard,compacto_grande
20337,2900,Diésel,2007.0,217000,100.0,False,Comunidad_de_Madrid,Low_Cost,compacto_grande
20339,1250,Gasolina,1999.0,202000,95.71428571428572,False,Catalunya,Standard,otro
20340,24500,Diésel,2011.0,180000,190.0,True,Andalucía,Mid_Premium,otro
20342,13500,Gasolina,2018.0,34076,82.0,True,Comunidad_Valenciana,Standard,compacto_pequeno
20343,18900,Diésel,2013.0,18830,140.0,True,Aragón,Standard,suv_pequeno
20344,9900,Diésel,2015.0,162158,120.0,False,Catalunya,Standard,suv_grande
20345,14900,Gasolina,2015.0,69875,150.0,True,Comunidad_Valenciana,Standard,suv_pequeno
20346,9200,Gasolina,2009.0,124500,215.95910780669143,False,Catalunya,Premium,sedan_pequeno
20347,10000,Diésel,2010.0,177000,143.0,False,Catalunya,Premium,sedan_grande
20348,11000,Diésel,2014.0,166187,121.5489566613162,False,Galicia,Mid_Premium,compacto_grande
20349,800,Diésel,1998.0,260000,77.33333333333333,False,Galicia,Standard,otro
20350,5490,Diésel,2015.0,307953,110.0,True,Aragón,Low_Cost,compacto_grande
20351,2800,Diésel,2009.0,230060,94.28936170212766,False,Comunidad_de_Madrid,Standard,compacto_pequeno
20352,9500,Diésel,2015.0,68800,75.0,False,Catalunya,Standard,otro
20353,21500,Gasolina,2020.0,7,125.0,True,Comunidad_de_Madrid,Standard,otro
20354,9000,Gasolina,2016.0,40327,82.0,True,Galicia,Standard,compacto_pequeno
20355,2400,Diésel,2003.0,290000,110.0,False,Aragón,Standard,compacto_grande
20356,19500,Gasolina,2018.0,61000,150.0,False,Extremadura,Mid_Premium,suv_pequeno
20357,17710,Diésel,2020.0,2,102.0,True,País_Vasco,Standard,furgon_trabajo
20359,990,Gasolina,1995.0,265000,60.0,True,Comunidad_de_Madrid,Standard,compacto_pequeno
20360,4500,Gasolina,2011.0,107000,78.0,True,Castilla_La_Mancha,Standard,compacto_pequeno
20361,12500,Diésel,2017.0,37000,100.0,False,Comunidad_Valenciana,Standard,suv_pequeno
20362,26930,Diésel,2017.0,66101,150.0,True,Catalunya,Mid_Premium,suv_grande
20363,19500,Diésel,2019.0,35873,136.0,True,Comunidad_Valenciana,Low_Cost,suv_grande
20364,7990,Diésel,2017.0,141000,102.0,True,País_Vasco,Mid_Premium,furgon_trabajo
20365,5990,Gasolina,2007.0,86000,110.0,True,Comunidad_Valenciana,Standard,compacto_grande
20366,7990,Gasolina,2018.0,101500,84.0,True,Comunidad_Valenciana,Standard,compacto_pequeno
20368,21990,Gasolina,2014.0,89968,156.0,True,Comunidad_de_Madrid,Premium,sedan_pequeno
20369,8950,Diésel,2015.0,74000,75.0,True,Comunidad_de_Madrid,Standard,compacto_pequeno
20370,12999,Diésel,2016.0,152280,120.0,True,Extremadura,Standard,suv_grande
20371,21200,Diésel,2015.0,72000,150.0,False,Islas_Baleares,Premium,suv_grande
20372,10750,Diésel,2016.0,111375,95.0,True,Andalucía,Standard,otro
20373,21600,Gasolina,2020.0,10,125.0,True,Catalunya,Standard,compacto_grande
20374,11900,Diésel,2010.0,201532,184.0,True,Comunidad_Valenciana,Premium,sedan_grande
20375,12500,Gasolina,2018.0,44500,125.0,True,Aragón,Standard,compacto_pequeno
20376,14900,Gasolina,2019.0,28000,115.0,True,Comunidad_de_Madrid,Standard,suv_pequeno
20377,1900,Gasolina,2001.0,240000,105.0,False,Catalunya,Mid_Premium,compacto_grande
20378,16490,Diésel,2017.0,116000,150.0,True,Comunidad_de_Madrid,Mid_Premium,compacto_grande
20379,32890,Diésel,2018.0,18500,150.0,True,Comunidad_de_Madrid,Premium,sedan_grande
20380,3500,Gasolina,2001.0,198000,187.42857142857144,False,Catalunya,Premium,coupe_grande
20381,5990,Diésel,2004.0,246000,204.0,False,Comunidad_de_Madrid,Premium,sedan_grande
20382,25000,Diésel,2015.0,18000,190.0,True,Catalunya,Premium,sedan_grande
20383,18900,Gasolina,2020.0,16,110.0,True,Navarra,Low_Cost,compacto_grande
20384,8800,Gasolina,2019.0,17815,90.0,True,Andalucía,Low_Cost,compacto_pequeno
20385,3990,Gasolina,2002.0,212000,163.0,False,Comunidad_de_Madrid,Premium,coupe_grande
20386,25900,Diésel,2018.0,73000,136.0,True,Catalunya,Premium,furgon_pasajero
20387,15500,Diésel,2015.0,103000,105.0,True,Galicia,Mid_Premium,suv_grande
20388,18800,Diésel,2016.0,35379,150.0,True,Principado_de_Asturias,Mid_Premium,otro
20389,8000,Diésel,2013.0,148000,90.0,False,Castilla_La_Mancha,Premium,compacto_pequeno
20390,2850,Diésel,2003.0,237000,121.5489566613162,False,Castilla_La_Mancha,Mid_Premium,compacto_grande
20391,15999,Híbrido,2014.0,82040,136.0,True,Catalunya,Premium,otro
20392,7900,Gasolina,2011.0,116000,117.0,True,Catalunya,Standard,suv_pequeno
20393,17700,Gasolina,2019.0,15000,120.0,False,Catalunya,Standard,compacto_grande
20394,4500,Diésel,2014.0,183950,115.0,False,Comunidad_de_Madrid,Standard,compacto_grande
20395,18250,Eléctrico,2016.0,49900,170.0,True,Canarias,Premium,otro
20396,34550,Diésel,2016.0,114000,190.0,True,Comunidad_Valenciana,Mid_Premium,suv_grande
20397,7600,Diésel,2008.0,175000,170.32142857142858,False,Comunidad_Valenciana,Premium,sedan_pequeno
20398,12450,Gasolina,2018.0,41650,95.0,True,Comunidad_Valenciana,Mid_Premium,compacto_pequeno
20400,8950,Diésel,2012.0,96000,110.0,False,Catalunya,Low_Cost,compacto_grande
20401,30900,Diésel,2017.0,75000,190.0,True,Comunidad_de_Madrid,Premium,sedan_grande
20402,999,Diésel,2002.0,150000,102.0,False,Catalunya,Standard,otro
20403,2390,Gasolina,2002.0,190000,82.0,True,Catalunya,Premium,compacto_pequeno
20404,27900,Gasolina,2019.0,15000,122.0,True,Andalucía,Premium,suv_pequeno
20405,3700,Diésel,2005.0,155000,132.64285714285714,False,País_Vasco,Standard,sedan_grande
20406,7500,Gasolina,2010.0,160000,150.92105263157896,False,Andalucía,Mid_Premium,coupe_pequeno
20407,4200,Diésel,2005.0,214000,155.0,False,Extremadura,Standard,sedan_grande
20408,14990,Diésel,2014.0,120000,184.0,True,Catalunya,Premium,sedan_pequeno
20410,3700,Gasolina,2001.0,260000,215.95910780669143,False,Andalucía,Premium,sedan_pequeno
20411,11000,Gasolina,2009.0,194000,215.95910780669143,False,Comunidad_de_Madrid,Premium,sedan_pequeno
20412,1000,Gasolina,2000.0,172150,103.0,False,Castilla_La_Mancha,Standard,otro
20413,8200,Gasolina,2017.0,19350,75.0,False,Castilla_y_León,Standard,compacto_pequeno
20414,18900,Gasolina,2020.0,0,125.0,True,Comunidad_Valenciana,Standard,compacto_grande
20415,700,Diésel,2002.0,50000,124.60975609756098,False,Andalucía,Low_Cost,sedan_grande
20416,20990,Diésel,2013.0,99990,204.0,True,Andalucía,Premium,sedan_pequeno
20417,2100,Diésel,2000.0,197000,122.85889570552148,False,Principado_de_Asturias,Premium,compacto_pequeno
20418,21900,Híbrido,2020.0,15,141.0,True,Catalunya,Standard,otro
20419,11990,Diésel,2018.0,73697,100.0,True,Comunidad_de_Madrid,Standard,furgon_trabajo
20420,15500,Gasolina,2016.0,88000,125.0,False,Andalucía,Mid_Premium,coupe_pequeno
20421,19950,Diésel,2020.0,500,115.0,True,Andalucía,Standard,compacto_grande
20422,17990,Diésel,2010.0,102381,170.0,True,Comunidad_de_Madrid,Premium,sedan_grande
20423,8000,Diésel,2013.0,193000,128.5815602836879,False,Comunidad_de_Madrid,Standard,suv_grande
20424,6500,Gasolina,2012.0,40000,94.0,False,Comunidad_Valenciana,Standard,otro
20425,17600,Gasolina,2019.0,28000,140.0,True,Andalucía,Standard,compacto_grande
20426,5500,Diésel,2006.0,90000,116.09283819628648,False,Comunidad_de_Madrid,Low_Cost,compacto_grande
20427,6750,Diésel,2013.0,179000,110.0,True,Catalunya,Low_Cost,compacto_grande
20428,3300,Gasolina,2008.0,126000,120.33333333333331,False,Andalucía,Standard,suv_grande
20429,2990,Diésel,2005.0,262508,144.0,True,Comunidad_de_Madrid,Standard,otro
20431,34400,Diésel,2020.0,500,116.0,True,Castilla_y_León,Premium,compacto_pequeno
20432,16000,Diésel,2018.0,32500,115.0,True,Andalucía,Standard,otro
20433,5000,Diésel,2006.0,200000,198.97737556561088,False,Región_de_Murcia,Premium,sedan_grande
20434,800,Gasolina,2001.0,203717,84.51851851851852,False,Cantabria,Standard,compacto_pequeno
20435,22900,Diésel,2018.0,31172,130.0,True,País_Vasco,Standard,suv_grande
20437,27000,Diésel,2017.0,65000,200.0,False,Andalucía,Standard,otro
20438,24900,Diésel,2018.0,30000,180.0,True,Aragón,Standard,sedan_grande
20440,9599,Diésel,2016.0,88690,100.0,True,Catalunya,Standard,compacto_pequeno
20443,1800,Diésel,2002.0,250000,105.63636363636364,False,Galicia,Mid_Premium,compacto_grande
20444,9800,Diésel,2016.0,160673,120.0,True,Andalucía,Standard,compacto_grande
20445,7100,Diésel,2016.0,36711,75.0,True,Andalucía,Low_Cost,compacto_pequeno
20446,13400,Diésel,2020.0,7,75.0,True,Comunidad_de_Madrid,Standard,otro
20447,4400,Diésel,2006.0,200000,125.71052631578948,False,Aragón,Standard,furgon_trabajo
20449,3800,Diésel,2008.0,240000,131.46666666666667,False,Comunidad_Valenciana,Standard,otro
20450,19900,Diésel,2017.0,81781,115.0,True,Principado_de_Asturias,Mid_Premium,suv_grande
20451,29900,Diésel,2015.0,74640,218.0,True,Castilla_La_Mancha,Premium,sedan_grande
20452,2700,Diésel,2001.0,285000,124.0846394984326,False,Andalucía,Standard,compacto_grande
20453,29900,Diésel,2016.0,68054,190.0,True,Andalucía,Premium,sedan_grande
20454,13500,Diésel,2019.0,21000,100.0,True,Catalunya,Standard,otro
20455,21990,Diésel,2015.0,79999,184.0,True,Comunidad_de_Madrid,Mid_Premium,compacto_grande
20456,3400,Diésel,2006.0,250000,121.5489566613162,False,Andalucía,Mid_Premium,compacto_grande
20457,3200,Diésel,2004.0,239000,128.46183953033267,False,Catalunya,Premium,compacto_grande
20458,9500,Diésel,2016.0,129000,120.0,True,Comunidad_de_Madrid,Standard,compacto_grande
20460,1700,Gasolina,2002.0,51000,58.46153846153846,False,País_Vasco,Low_Cost,otro
20461,4800,Diésel,2004.0,354000,136.390625,False,Galicia,Premium,furgon_trabajo
20463,7500,Diésel,2007.0,200000,170.0,False,Catalunya,Premium,sedan_grande
20464,2500,Diésel,2005.0,111121,90.0,False,Andalucía,Mid_Premium,compacto_grande
20465,11900,Gasolina,2019.0,45000,95.0,True,Principado_de_Asturias,Low_Cost,compacto_pequeno
20466,12500,Diésel,2014.0,136000,121.5489566613162,False,Andalucía,Mid_Premium,compacto_grande
20467,6800,Diésel,2007.0,222702,122.0,False,Aragón,Premium,compacto_pequeno
20468,14990,Diésel,2013.0,98500,143.0,False,Comunidad_de_Madrid,Premium,sedan_pequeno
20469,15800,Diésel,2016.0,87437,110.0,True,País_Vasco,Standard,suv_grande
20470,15190,Diésel,2017.0,126815,150.0,True,Comunidad_de_Madrid,Premium,suv_pequeno
20471,3700,Diésel,2007.0,114000,111.990099009901,False,Región_de_Murcia,Standard,suv_grande
20472,18900,Híbrido,2019.0,13150,141.0,True,Catalunya,Standard,otro
20473,4500,Gasolina,2008.0,170000,97.0,False,Canarias,Mid_Premium,compacto_grande
20474,3800,Diésel,2008.0,187000,70.0,True,Andalucía,Standard,compacto_pequeno
20475,3495,Gasolina,2008.0,184700,150.0,True,Comunidad_Valenciana,Standard,compacto_pequeno
20476,23900,Diésel,2018.0,22549,130.0,True,Catalunya,Standard,suv_grande
20478,7890,Diésel,2014.0,114900,115.0,False,Comunidad_de_Madrid,Standard,compacto_grande
20479,20450,Gasolina,2019.0,7800,140.0,True,Comunidad_Valenciana,Standard,suv_grande
20480,7000,Gasolina,2005.0,177000,159.54166666666666,False,Comunidad_de_Madrid,Premium,sedan_grande
20481,2990,Diésel,2003.0,162000,115.0,True,Comunidad_Valenciana,Standard,sedan_grande
20482,8500,Diésel,2011.0,117,102.375,False,Andalucía,Premium,compacto_pequeno
20483,21900,Diésel,2015.0,29990,170.0,True,Andalucía,Premium,sedan_pequeno
20485,3500,Gasolina,1992.0,138000,112.0,False,Comunidad_de_Madrid,Mid_Premium,compacto_grande
20487,1900,Diésel,2003.0,210000,110.0,False,Castilla_La_Mancha,Standard,compacto_grande
20488,11990,Gasolina,2017.0,35592,125.0,True,Andalucía,Standard,compacto_grande
20490,2000,Diésel,2003.0,181000,208.25846153846155,False,Galicia,Premium,sedan_grande
20491,27900,Diésel,2019.0,14252,116.0,True,Comunidad_Valenciana,Premium,compacto_pequeno
20492,18000,Diésel,2016.0,62000,150.0,False,Andalucía,Premium,compacto_pequeno
20493,1150,Diésel,2004.0,232500,81.0,True,Andalucía,Standard,otro
20494,10000,Diésel,2007.0,203000,218.0,False,Extremadura,Standard,otro
20496,40800,Híbrido enchufable,2021.0,0,224.0,True,Cantabria,Standard,suv_grande
20498,17900,Diésel,2016.0,60000,130.0,True,Andalucía,Standard,suv_grande
20499,2000,Diésel,2005.0,235690,114.60526315789474,False,País_Vasco,Standard,suv_grande
20500,10600,Diésel,2015.0,76626,120.0,True,Comunidad_de_Madrid,Low_Cost,sedan_grande
20502,10400,Diésel,2011.0,155000,140.0,False,Comunidad_Valenciana,Premium,compacto_grande
20503,6800,Diésel,2009.0,164000,138.00596421471172,False,Castilla_y_León,Premium,compacto_pequeno
20504,13500,Diésel,2016.0,249000,150.0,True,Comunidad_Valenciana,Mid_Premium,sedan_grande
20505,2595,Gasolina,2006.0,179000,110.0,True,Catalunya,Standard,otro
20506,15900,Gas natural (CNG),2018.0,35000,110.0,True,Comunidad_de_Madrid,Standard,sedan_grande
20507,1400,Diésel,2004.0,175000,116.67323943661972,False,Catalunya,Standard,compacto_grande
20508,2500,Diésel,2005.0,300000,132.64285714285714,False,Andalucía,Standard,sedan_grande
20511,28200,Híbrido,2019.0,24000,141.0,False,Principado_de_Asturias,Standard,suv_grande
20512,21940,Híbrido,2017.0,29948,141.0,True,Catalunya,Standard,suv_grande
20513,17499,Diésel,2017.0,80000,115.0,True,Región_de_Murcia,Standard,suv_grande
20514,8990,Diésel,2017.0,146000,90.0,True,País_Vasco,Standard,compacto_grande
20515,10800,Gasolina,2018.0,24577,87.0,True,Islas_Baleares,Low_Cost,otro
20517,20450,Diésel,2020.0,2,130.0,True,Principado_de_Asturias,Standard,compacto_grande
20518,10990,Diésel,2013.0,73000,105.0,True,Catalunya,Mid_Premium,compacto_grande
20519,4800,Diésel,2010.0,132337,110.0,True,La_Rioja,Standard,sedan_grande
20520,17800,Gasolina,2020.0,15000,140.0,True,Catalunya,Standard,compacto_grande
20521,5500,Gasolina,2009.0,96750,70.0,True,Catalunya,Standard,compacto_pequeno
20522,2100,Diésel,2004.0,310000,208.25846153846155,False,Comunidad_de_Madrid,Premium,sedan_grande
20523,8500,Diésel,2007.0,160000,124.0846394984326,False,Cantabria,Standard,compacto_grande
20524,12900,Gasolina,2018.0,33360,125.0,True,Andalucía,Standard,compacto_grande
20526,34250,Híbrido enchufable,2020.0,2100,224.0,True,Catalunya,Mid_Premium,suv_pequeno
20527,17400,Gasolina,2018.0,41600,115.0,True,Catalunya,Standard,suv_grande
20528,8500,Diésel,2018.0,109396,100.0,True,Comunidad_Valenciana,Standard,suv_pequeno
20529,9000,Diésel,2008.0,155000,143.0,False,Catalunya,Premium,sedan_pequeno
20530,2700,Gasolina,2004.0,240000,170.0,False,Catalunya,Premium,sedan_pequeno
20531,650,Gasolina,1999.0,150653,112.0,False,Castilla_La_Mancha,Standard,otro
20532,27900,Diésel,2018.0,81153,177.0,True,Andalucía,Mid_Premium,otro
20533,4500,Diésel,2007.0,158000,150.0,True,Galicia,Standard,otro
20534,1900,Diésel,2005.0,200000,80.14893617021276,False,Galicia,Standard,compacto_pequeno
20535,29900,Gasolina,2020.0,4900,136.0,True,Comunidad_de_Madrid,Premium,compacto_pequeno
20537,15990,Diésel,2013.0,140579,184.0,True,Comunidad_de_Madrid,Premium,sedan_grande
20539,4700,Gasolina,2004.0,180000,176.28901734104045,False,Canarias,Premium,compacto_grande
20540,30900,Diésel,2019.0,11000,150.0,False,La_Rioja,Premium,sedan_pequeno
20541,3200,Diésel,2005.0,345000,100.0,False,Comunidad_de_Madrid,Standard,furgon_trabajo
20542,5700,Diésel,2004.0,161000,184.07407407407408,False,País_Vasco,Premium,coupe_grande
20544,22999,Diésel,2016.0,259000,235.0,True,Castilla_La_Mancha,Mid_Premium,suv_grande
20545,600,Gasolina,1992.0,270000,158.33333333333334,False,Catalunya,Mid_Premium,sedan_grande
20546,4990,Diésel,2009.0,112956,80.0,True,Comunidad_de_Madrid,Mid_Premium,compacto_pequeno
20547,25900,Diésel,2019.0,25999,150.0,True,Comunidad_de_Madrid,Mid_Premium,sedan_grande
20548,3500,Gasolina,2000.0,115,168.22435897435898,False,Comunidad_Valenciana,Mid_Premium,compacto_grande
20549,15990,Diésel,2017.0,119250,130.0,True,Andalucía,Standard,furgon_trabajo
20550,17900,Gasolina,2018.0,24890,122.0,True,Castilla_y_León,Mid_Premium,sedan_pequeno
20551,23200,Diésel,2020.0,2,102.0,True,Castilla_y_León,Standard,furgon_trabajo
20552,11499,Diésel,2016.0,109969,136.0,True,Comunidad_Valenciana,Low_Cost,sedan_grande
20553,26900,Diésel,2017.0,82637,190.0,True,Catalunya,Premium,sedan_grande
20554,3200,Gasolina,2001.0,264000,180.0,False,Castilla_y_León,Premium,coupe_pequeno
20555,24750,Gasolina,2020.0,6000,130.0,True,Comunidad_de_Madrid,Standard,suv_grande
20556,6495,Gasolina,2010.0,126000,85.0,True,Canarias,Mid_Premium,compacto_pequeno
20557,15400,Diésel,2016.0,68032,120.0,True,Comunidad_de_Madrid,Mid_Premium,otro
20558,2499,Gasolina,2007.0,152500,75.0,True,Castilla_La_Mancha,Standard,otro
20559,17500,Gasolina,2016.0,60000,163.0,False,Comunidad_de_Madrid,Standard,suv_grande
20560,9500,Gasolina,2018.0,63000,69.0,True,Catalunya,Mid_Premium,compacto_pequeno
20561,21790,Gasolina,2020.0,10383,115.0,True,Catalunya,Mid_Premium,otro
20562,2500,Diésel,2006.0,215000,90.0,True,Andalucía,Standard,compacto_grande
20563,24500,Gasolina,2019.0,5765,140.0,True,Cantabria,Standard,suv_grande
20564,3500,Diésel,2007.0,293200,140.35576923076923,False,Comunidad_de_Madrid,Standard,sedan_grande
20565,17350,Diésel,2017.0,140000,102.0,False,Andalucía,Mid_Premium,furgon_pasajero
20566,20195,Gasolina,2020.0,1,100.0,True,Comunidad_Valenciana,Standard,suv_pequeno
20567,2500,Diésel,2006.0,174000,90.0,False,Castilla_La_Mancha,Standard,compacto_grande
20568,12900,Diésel,2013.0,135000,150.0,True,Andalucía,Mid_Premium,compacto_grande
20569,7500,Diésel,2015.0,210000,110.0,True,Región_de_Murcia,Standard,sedan_grande
20570,12099,Diésel,2016.0,82751,150.0,True,Catalunya,Standard,compacto_grande
20571,13950,Diésel,2015.0,148000,109.0,True,Comunidad_Valenciana,Premium,compacto_pequeno
20572,9700,Diésel,2016.0,120000,136.0,True,Comunidad_Valenciana,Low_Cost,sedan_grande
20573,7500,Diésel,2009.0,266000,143.0,False,Castilla_y_León,Premium,sedan_grande
20574,38800,Diésel,2017.0,2523,190.0,True,La_Rioja,Premium,otro
20575,12490,Diésel,2013.0,53803,140.0,True,Andalucía,Standard,sedan_grande
20576,9950,Gasolina,2008.0,237000,201.96774193548387,False,Comunidad_Valenciana,Premium,coupe_pequeno
20577,30800,Gasolina,2016.0,76000,230.0,True,Andalucía,Premium,coupe_pequeno
20578,13990,Gasolina,2015.0,75000,160.0,False,Canarias,Mid_Premium,suv_pequeno
20579,8990,Diésel,2017.0,60000,75.0,True,Comunidad_Valenciana,Standard,furgon_pasajero
20580,19300,Gasolina,2016.0,27270,192.0,True,Andalucía,Mid_Premium,compacto_pequeno
20581,10990,Gasolina,2014.0,79500,110.0,True,País_Vasco,Standard,compacto_grande
20582,6500,Diésel,2009.0,117032,105.0,True,Navarra,Standard,suv_grande
20583,13000,Diésel,2012.0,180000,143.0,False,Castilla_y_León,Premium,sedan_grande
20584,13999,Diésel,2013.0,140000,105.0,True,Región_de_Murcia,Mid_Premium,compacto_grande
20585,4700,Diésel,2008.0,140000,105.0,False,Catalunya,Standard,compacto_grande
20586,1900,Diésel,2003.0,220,118.33333333333331,False,Andalucía,Low_Cost,otro
20587,1999,Diésel,2005.0,249000,106.50898203592814,False,Castilla_La_Mancha,Standard,compacto_grande
20588,1400,Gasolina,2006.0,128000,98.0,False,Catalunya,Standard,otro
20590,3995,Diésel,2006.0,173000,150.0,True,Andalucía,Standard,otro
20592,6290,Gasolina,2007.0,149986,204.0,True,Comunidad_de_Madrid,Mid_Premium,sedan_grande
20593,4000,Gasolina,2012.0,63000,61.0,False,Catalunya,Standard,compacto_pequeno
20594,9000,Diésel,2008.0,246000,190.0,False,Andalucía,Premium,sedan_grande
20595,21300,Diésel,2014.0,77000,163.0,False,Extremadura,Premium,furgon_trabajo
20596,26900,Gasolina,2018.0,16180,150.0,True,País_Vasco,Premium,suv_pequeno
20597,4500,Diésel,1997.0,171000,125.0,True,Navarra,Standard,otro
20598,8500,Diésel,2012.0,168000,90.0,True,Andalucía,Low_Cost,suv_grande
20599,5500,Diésel,2007.0,260000,120.5890410958904,False,Catalunya,Low_Cost,furgon_trabajo
20600,8900,Gasolina,2006.0,179100,168.22435897435898,False,Navarra,Mid_Premium,compacto_grande
20601,29524,Diésel,2020.0,0,150.0,True,Extremadura,Premium,compacto_grande
20602,2000,Diésel,2004.0,152000,113.6774193548387,False,Catalunya,Standard,compacto_grande
20603,17990,Gasolina,2019.0,34889,95.0,True,Galicia,Mid_Premium,compacto_pequeno
20605,18990,Diésel,2011.0,167000,140.0,True,Comunidad_Valenciana,Mid_Premium,furgon_pasajero
20606,3600,Diésel,2007.0,256000,140.0,False,Comunidad_Valenciana,Mid_Premium,sedan_grande
20607,14990,Diésel,2018.0,37179,110.0,True,Comunidad_Valenciana,Standard,compacto_grande
20609,1250,Diésel,2001.0,259200,90.0,True,Comunidad_de_Madrid,Standard,suv_grande
20610,8900,Gasolina,2016.0,37405,84.0,True,Comunidad_de_Madrid,Standard,compacto_pequeno
20611,1200,Gasolina,2002.0,127571,103.1,False,Andalucía,Standard,compacto_pequeno
20612,14400,Diésel,2014.0,128319,150.0,True,País_Vasco,Mid_Premium,compacto_grande
20613,11499,Diésel,2015.0,136000,150.0,True,Extremadura,Standard,sedan_grande
20614,10500,Gasolina,2008.0,205000,183.0,False,Comunidad_Valenciana,Premium,sedan_grande
20615,22490,Diésel,2016.0,108802,150.0,True,Catalunya,Premium,sedan_grande
20616,5000,Diésel,2007.0,1600,133.25,False,Aragón,Mid_Premium,compacto_grande
20618,11500,Gasolina,2013.0,91280,140.0,True,País_Vasco,Low_Cost,otro
20621,24500,Diésel,2019.0,36130,150.0,True,Comunidad_Valenciana,Standard,suv_grande
20622,21950,Gasolina,2019.0,29725,130.0,True,Comunidad_de_Madrid,Standard,suv_grande
20623,25900,Diésel,2018.0,37700,102.0,True,Andalucía,Mid_Premium,furgon_pasajero
20624,2400,Diésel,2002.0,190000,85.0,False,Catalunya,Standard,furgon_trabajo
20625,6975,Gasolina,2008.0,198445,143.0,True,Comunidad_de_Madrid,Premium,sedan_pequeno
20626,3500,Diésel,2005.0,162000,136.0,True,Región_de_Murcia,Standard,compacto_grande
20627,7890,Diésel,2017.0,164500,90.0,True,Castilla_y_León,Standard,compacto_pequeno
20628,9800,Diésel,2016.0,78000,95.0,True,Andalucía,Low_Cost,otro
20629,1100,Gasolina,1999.0,279500,224.0,False,Catalunya,Premium,sedan_grande
20630,20400,Diésel,2015.0,129300,136.0,True,País_Vasco,Premium,suv_pequeno
20631,12190,Gasolina,2018.0,50491,125.0,True,Comunidad_de_Madrid,Standard,compacto_grande
20633,1490,Diésel,2005.0,210000,80.0,True,Cantabria,Standard,compacto_pequeno
20634,3500,Diésel,2003.0,245000,142.5,False,Comunidad_de_Madrid,Premium,otro
20635,21390,Híbrido,2019.0,10000,122.0,True,Comunidad_de_Madrid,Mid_Premium,suv_pequeno
20636,3700,Gasolina,2008.0,121400,80.0,True,Galicia,Standard,otro
20637,3350,Diésel,2010.0,150000,68.0,False,Comunidad_de_Madrid,Standard,compacto_pequeno
20638,11500,Gasolina,2019.0,28831,82.0,True,Catalunya,Standard,compacto_pequeno
20639,5000,Diésel,2002.0,3800,136.390625,False,Región_de_Murcia,Premium,furgon_trabajo
20641,2950,Diésel,2006.0,220000,150.0,True,Castilla_y_León,Standard,otro
20642,15400,Gasolina,2016.0,38331,110.0,True,Cantabria,Standard,suv_pequeno
20643,16990,Diésel,2016.0,108000,110.0,True,Andalucía,Standard,furgon_trabajo
20644,12290,Diésel,2017.0,125000,115.0,True,Comunidad_de_Madrid,Mid_Premium,compacto_grande
20645,6250,Diésel,2008.0,106525,76.45454545454545,False,Islas_Baleares,Standard,compacto_pequeno
20649,25900,Diésel,2015.0,91969,190.0,True,Canarias,Premium,suv_grande
20650,23950,Diésel,2020.0,1,115.0,True,Comunidad_Valenciana,Standard,suv_grande
20651,2499,Diésel,2007.0,210000,114.16666666666669,False,Galicia,Standard,suv_grande
20652,17490,Diésel,2015.0,109990,150.0,True,Catalunya,Standard,suv_grande
20653,14900,Diésel,2013.0,178000,143.0,False,Andalucía,Premium,sedan_grande
20654,14000,Diésel,2013.0,270,170.32142857142858,False,Andalucía,Premium,sedan_pequeno
20655,14250,Diésel,2020.0,2,102.0,True,Principado_de_Asturias,Standard,sedan_pequeno
20657,7000,Gasolina,1999.0,150000,215.95910780669143,False,Andalucía,Premium,sedan_pequeno
20658,15990,Diésel,2012.0,177000,177.0,False,Galicia,Premium,sedan_grande
